0.000000e+00 8.99972 26512.63024 3.61436 3.03828 -10.62480 4.42670 709.59591 746.94400 0.01225 0 12.00000 10.91992 -2.64185 -2.99765 -0.15266 6.24433 6.32095 6.92380 2.79283 6.13555 4.67212 5.71956 4.68749 7.61951 6.29163 7.502400e-01 3.596830e-13 2.449290e-05 2.495280e-01 1.448770e-19 1.197950e-14 3.336260e-15 2.499310e-15 4.769250e-23 1.912630e-12 3.702800e-12 1.432320e-35 1.523040e-05 6.194270e-07 1.400010e-99 2.198370e-05 9.790620e-09 1.002970e-04 2.969000e-07 1.630830e-07 8.846670e-09 1.923180e-05 4.407070e-08 1.350140e-06 8.110540e-07 7.482900e-06 8.693210e-07 1.215960e-06 2.530810e-09 9.837850e-07 1.225410e-05 6.444510e-07 4.394710e-07 2.537700e-05 7.177940e-01 3.597490e-13 8.770010e-07 2.824880e-01 3.419790e-26 1.270570e-17 1.475710e-10 5.584700e-22 2.600160e-17 6.668070e-18 5.140440e-18 8.203520e-30 1.345860e-06 3.162280e-07 1.399590e-99 1.161450e-04 5.176070e-09 1.093960e-05 9.977000e-07 1.241650e-10 2.552700e-10 1.832310e-05 1.815520e-08 9.162200e-08 3.191540e-06 7.498940e-06 9.311080e-08 1.435490e-06 9.840110e-08 1.489360e-06 1.224620e-05 6.441690e-07 4.395420e-07 2.535130e-05
4.104177e+06 8.99972 26512.63024 3.61436 3.03828 -10.62480 4.42670 709.59591 746.94400 0.01225 0 12.00000 10.91992 -2.64185 -2.99765 -0.15266 6.24433 6.32095 6.92380 2.79283 6.13555 4.67212 5.71956 4.68749 7.61951 6.29163 7.502400e-01 3.596830e-13 2.449290e-05 2.495280e-01 1.448770e-19 1.197950e-14 3.336260e-15 2.499310e-15 4.769250e-23 1.912630e-12 3.702800e-12 1.432320e-35 1.523040e-05 6.194270e-07 1.400010e-99 2.198370e-05 9.790620e-09 1.002970e-04 2.969000e-07 1.630830e-07 8.846670e-09 1.923180e-05 4.407070e-08 1.350140e-06 8.110540e-07 7.482900e-06 8.693210e-07 1.215960e-06 2.530810e-09 9.837850e-07 1.225410e-05 6.444510e-07 4.394710e-07 2.537700e-05 7.177940e-01 3.597490e-13 8.770010e-07 2.824880e-01 3.419790e-26 1.270570e-17 1.475710e-10 5.584700e-22 2.600160e-17 6.668070e-18 5.140440e-18 8.203520e-30 1.345860e-06 3.162280e-07 1.399590e-99 1.161450e-04 5.176070e-09 1.093960e-05 9.977000e-07 1.241650e-10 2.552700e-10 1.832310e-05 1.815520e-08 9.162200e-08 3.191540e-06 7.498940e-06 9.311080e-08 1.435490e-06 9.840110e-08 1.489360e-06 1.224620e-05 6.441690e-07 4.395420e-07 2.535130e-05
4.104177e+06 8.99972 26512.63024 3.61436 3.03828 -10.62480 4.42670 709.59591 746.94400 0.01225 0 12.00000 10.91992 -2.64185 -2.99765 -0.15266 6.24433 6.32095 6.92380 2.79283 6.13555 4.67212 5.71956 4.68749 7.61951 6.29163 7.502400e-01 3.596830e-13 2.449290e-05 2.495280e-01 1.448770e-19 1.197950e-14 3.336260e-15 2.499310e-15 4.769250e-23 1.912630e-12 3.702800e-12 1.432320e-35 1.523040e-05 6.194270e-07 1.400010e-99 2.198370e-05 9.790620e-09 1.002970e-04 2.969000e-07 1.630830e-07 8.846670e-09 1.923180e-05 4.407070e-08 1.350140e-06 8.110540e-07 7.482900e-06 8.693210e-07 1.215960e-06 2.530810e-09 9.837850e-07 1.225410e-05 6.444510e-07 4.394710e-07 2.537700e-05 7.177940e-01 3.597490e-13 8.770010e-07 2.824880e-01 3.419790e-26 1.270570e-17 1.475710e-10 5.584700e-22 2.600160e-17 6.668070e-18 5.140440e-18 8.203520e-30 1.345860e-06 3.162280e-07 1.399590e-99 1.161450e-04 5.176070e-09 1.093960e-05 9.977000e-07 1.241650e-10 2.552700e-10 1.832310e-05 1.815520e-08 9.162200e-08 3.191540e-06 7.498940e-06 9.311080e-08 1.435490e-06 9.840110e-08 1.489360e-06 1.224620e-05 6.441690e-07 4.395420e-07 2.535130e-05
4.123439e+06 8.99972 26514.01076 3.61455 3.03863 -10.62390 4.42660 709.64325 746.89900 0.01225 0 12.00000 10.91999 -2.64566 -3.00493 -0.15872 6.24310 6.32470 6.92311 2.79202 6.13550 4.67408 5.71955 4.68774 7.61951 6.29163 7.502090e-01 3.596910e-13 2.444530e-05 2.495590e-01 1.378580e-19 1.187450e-14 3.315760e-15 2.412580e-15 4.727400e-23 1.890760e-12 3.646170e-12 1.421860e-35 1.518370e-05 6.204940e-07 1.400010e-99 2.217340e-05 9.767200e-09 1.001320e-04 2.990390e-07 1.624320e-07 8.829930e-09 1.923080e-05 4.402250e-08 1.347730e-06 8.146930e-07 7.482920e-06 8.679260e-07 1.216890e-06 2.524430e-09 9.843110e-07 1.225410e-05 6.444510e-07 4.394710e-07 2.537700e-05 7.175880e-01 3.597490e-13 8.754880e-07 2.825690e-01 3.219220e-26 1.270570e-17 1.475280e-10 5.345640e-22 2.600160e-17 6.548250e-18 5.024870e-18 8.217690e-30 1.343540e-06 3.160460e-07 1.399590e-99 1.161780e-04 5.177560e-09 1.090500e-05 9.954050e-07 1.232040e-10 2.538780e-10 1.831790e-05 1.812900e-08 9.135870e-08 3.196130e-06 7.498940e-06 9.268300e-08 1.434250e-06 9.814650e-08 1.491080e-06 1.224620e-05 6.441690e-07 4.395420e-07 2.535130e-05
4.142702e+06 8.99972 26515.39127 3.61474 3.03898 -10.62300 4.42650 709.69060 746.85400 0.01226 0 12.00000 10.92006 -2.64946 -3.01212 -0.16478 6.24186 6.32845 6.92242 2.79122 6.13545 4.67604 5.71955 4.68799 7.61951 6.29163 7.501790e-01 3.597000e-13 2.439790e-05 2.495900e-01 1.311780e-19 1.177040e-14 3.295380e-15 2.328860e-15 4.685920e-23 1.869140e-12 3.590420e-12 1.411470e-35 1.513730e-05 6.215630e-07 1.400010e-99 2.236480e-05 9.743840e-09 9.996600e-05 3.011930e-07 1.617830e-07 8.813230e-09 1.922980e-05 4.397440e-08 1.345320e-06 8.183470e-07 7.482940e-06 8.665330e-07 1.217830e-06 2.518050e-09 9.848380e-07 1.225410e-05 6.444510e-07 4.394710e-07 2.537700e-05 7.173810e-01 3.597490e-13 8.739770e-07 2.826510e-01 3.030400e-26 1.270570e-17 1.474860e-10 5.116820e-22 2.600160e-17 6.430580e-18 4.911910e-18 8.231900e-30 1.341220e-06 3.158640e-07 1.399590e-99 1.162120e-04 5.179050e-09 1.087050e-05 9.931160e-07 1.222500e-10 2.524930e-10 1.831260e-05 1.810300e-08 9.109610e-08 3.200740e-06 7.498940e-06 9.225710e-08 1.433010e-06 9.789260e-08 1.492790e-06 1.224620e-05 6.441690e-07 4.395420e-07 2.535130e-05
4.598361e+06 8.99971 26548.67617 3.61930 3.04730 -10.60150 4.42412 710.73885 745.78600 0.01238 0 12.00000 10.92191 -2.72565 -3.15756 -0.30832 6.21201 6.41173 6.90542 2.77146 6.13424 4.72214 5.71947 4.69425 7.61951 6.29163 7.493760e-01 3.598470e-13 2.330240e-05 2.503890e-01 4.043850e-20 9.866030e-15 2.868430e-15 1.004300e-15 3.855940e-23 1.422070e-12 2.488700e-12 1.202480e-35 1.405860e-05 6.426510e-07 1.400010e-99 2.706570e-05 9.211600e-09 9.597430e-05 3.525920e-07 1.469870e-07 8.412260e-09 1.920480e-05 4.281590e-08 1.287340e-06 9.090020e-07 7.483120e-06 8.328420e-07 1.239900e-06 2.356010e-09 9.982860e-07 1.225410e-05 6.444510e-07 4.394710e-07 2.537700e-05 7.140850e-01 3.597490e-13 8.413950e-07 2.859240e-01 7.095780e-27 1.298670e-17 1.460490e-10 1.836540e-22 2.606150e-17 4.233990e-18 2.904020e-18 8.575310e-30 1.290480e-06 3.133290e-07 1.399590e-99 1.170170e-04 5.188000e-09 1.013330e-05 9.370220e-07 1.026240e-10 2.234860e-10 1.823900e-05 1.753880e-08 8.531000e-08 3.303700e-06 7.498940e-06 8.246130e-08 1.403620e-06 9.172760e-08 1.538150e-06 1.224620e-05 6.441690e-07 4.395420e-07 2.535130e-05
5.093672e+06 8.99970 26587.50417 3.62435 3.05613 -10.57810 4.42161 711.74618 744.65600 0.01252 0 12.00000 10.92432 -2.78446 -3.26923 -0.46533 6.17817 6.48908 6.88531 2.74816 6.13287 4.77077 5.71938 4.70218 7.61951 6.29163 7.483330e-01 3.599120e-13 2.217400e-05 2.514350e-01 1.135160e-20 8.604660e-15 2.509750e-15 3.964750e-16 3.154660e-23 1.052480e-12 1.661660e-12 1.019620e-35 1.293020e-05 6.549580e-07 1.400010e-99 3.229940e-05 8.682530e-09 9.144450e-05 4.061020e-07 1.320630e-07 7.961660e-09 1.917310e-05 4.151240e-08 1.221870e-06 1.015290e-06 7.483420e-06 7.943580e-07 1.263280e-06 2.171510e-09 1.015490e-06 1.225410e-05 6.444510e-07 4.394710e-07 2.537700e-05 7.101910e-01 3.597490e-13 8.095620e-07 2.894840e-01 1.519240e-27 1.357920e-17 1.437970e-10 5.984120e-23 2.609910e-17 2.686120e-18 1.639650e-18 8.935630e-30 1.243080e-06 3.114400e-07 1.399590e-99 1.177610e-04 5.188000e-09 9.435180e-06 8.810490e-07 8.467400e-11 1.966750e-10 1.815520e-05 1.702650e-08 8.005250e-08 3.415860e-06 7.498940e-06 7.328250e-08 1.368120e-06 8.486920e-08 1.590380e-06 1.224620e-05 6.441690e-07 4.395420e-07 2.535130e-05
5.590082e+06 8.99968 26629.96869 3.62951 3.06456 -10.55430 4.41921 712.68455 743.57700 0.01266 0 12.00000 10.92716 -2.83214 -3.35053 -0.62364 6.14318 6.55550 6.86373 2.72321 6.13148 4.81724 5.71928 4.71122 7.61951 6.29163 7.471060e-01 3.599400e-13 2.111370e-05 2.526690e-01 3.362330e-21 7.697280e-15 2.213580e-15 1.537610e-16 2.678830e-23 7.753140e-13 1.102090e-12 9.008220e-36 1.185870e-05 6.583930e-07 1.400010e-99 3.757700e-05 8.205190e-09 8.681030e-05 4.560530e-07 1.183550e-07 7.504970e-09 1.913680e-05 4.018120e-08 1.155260e-06 1.128120e-06 7.483610e-06 7.547290e-07 1.285270e-06 2.002420e-09 1.035370e-06 1.225410e-05 6.444510e-07 4.394710e-07 2.537700e-05 7.063180e-01 3.597490e-13 7.809530e-07 2.932580e-01 3.729280e-28 1.366160e-17 1.428890e-10 2.000440e-23 2.605400e-17 1.768070e-18 9.588490e-19 9.321800e-30 1.200880e-06 3.104560e-07 1.399590e-99 1.183380e-04 5.176070e-09 8.853700e-06 8.341610e-07 7.271520e-11 1.764510e-10 1.806650e-05 1.654340e-08 7.609830e-08 3.527770e-06 7.498940e-06 6.553900e-08 1.332370e-06 7.791570e-08 1.642010e-06 1.224620e-05 6.441690e-07 4.395420e-07 2.535130e-05
6.070357e+06 8.99967 26674.56759 3.63461 3.07230 -10.53180 4.41702 713.49981 742.58700 0.01280 0 12.00000 10.93031 -2.87374 -3.41101 -0.77772 6.10856 6.61102 6.84173 2.69779 6.13016 4.85974 5.71921 4.72094 7.61951 6.29163 7.457270e-01 3.599480e-13 2.015600e-05 2.540430e-01 1.118980e-21 6.981300e-15 1.979040e-15 6.054650e-17 2.289310e-23 5.745400e-13 7.365250e-13 7.995740e-36 1.088540e-05 6.550320e-07 1.400010e-99 4.262440e-05 7.792060e-09 8.231090e-05 4.998290e-07 1.062510e-07 7.065150e-09 1.909750e-05 3.888450e-08 1.090970e-06 1.241800e-06 7.484040e-06 7.160200e-07 1.304470e-06 1.859090e-09 1.057050e-06 1.225410e-05 6.444510e-07 4.394710e-07 2.537700e-05 7.030720e-01 3.597490e-13 7.542230e-07 2.969100e-01 1.059250e-28 1.421920e-17 1.425610e-10 6.807690e-24 2.594180e-17 1.170170e-18 5.655880e-19 9.671640e-30 1.167150e-06 3.104560e-07 1.399590e-99 1.188500e-04 5.164160e-09 8.368060e-06 7.996040e-07 6.240940e-11 1.584440e-10 1.796280e-05 1.616220e-08 7.286180e-08 3.634960e-06 7.498940e-06 5.980670e-08 1.297550e-06 7.157310e-08 1.688500e-06 1.224620e-05 6.441690e-07 4.395420e-07 2.535130e-05
6.569298e+06 8.99966 26724.05296 3.64001 3.08001 -10.50750 4.41485 714.23094 741.60100 0.01295 0 12.00000 10.93400 -2.91270 -3.46194 -0.93871 6.07201 6.66134 6.81787 2.67025 6.12880 4.90133 5.71912 4.73193 7.61951 6.29163 7.441190e-01 3.599560e-13 1.922990e-05 2.556550e-01 3.804930e-22 6.368560e-15 1.780440e-15 2.262620e-17 2.030040e-23 4.190520e-13 4.816450e-13 7.384250e-36 9.943140e-06 6.463720e-07 1.400010e-99 4.775820e-05 7.410330e-09 7.768420e-05 5.402050e-07 9.482930e-08 6.616750e-09 1.905260e-05 3.754170e-08 1.025250e-06 1.363640e-06 7.484340e-06 6.759740e-07 1.321870e-06 1.728870e-09 1.081970e-06 1.225410e-05 6.444510e-07 4.394710e-07 2.537700e-05 6.992380e-01 3.597490e-13 7.374800e-07 3.008670e-01 3.225710e-29 1.444190e-17 1.419060e-10 2.286910e-24 2.582260e-17 7.911340e-19 3.391370e-19 1.002020e-29 1.138280e-06 3.111720e-07 1.399590e-99 1.192270e-04 5.140440e-09 7.975350e-06 7.700160e-07 5.506490e-11 1.446690e-10 1.786490e-05 1.577160e-08 7.038820e-08 3.742180e-06 7.498940e-06 5.468590e-08 1.261460e-06 6.570900e-08 1.734300e-06 1.224620e-05 6.441690e-07 4.395420e-07 2.535130e-05
